,tweet_id,created_datetime,content,author_id,place_id,location,longitude,latitude,county,label,sentiment
1417,1.26E+18,5/12/20,It's  a Bear!!!!! @ Vons https://t.co/d8cUKe0MTV,406774080,17fe6350a3570c69,"Big Bear Lake, CA",-116.88516,34.252438,SAN BERNARDINO,1,joy
1418,1.26E+18,5/13/20,"Finding fresh #bear🐻 prints in the snow right before making camp on the #PCT guarantees bad sleep. Pretty cool though! 🥰

#PCT2020 #HikerTrash #backpacking #hiking #thruhiking #outside #backcountry #optoutside #pacificcresttrail #nature #stillhiking #stillhikingpct2020 #COVID19 https://t.co/yDEXkDjXUV",7.69E+17,07d9d3b23d483002,Desolation Wilderness,-120.21924,38.961384,EL DORADO,1,fear
1419,1.26E+18,5/13/20,Bear try to take over https://t.co/TL0eJ3v9hH,284807200,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,1,neutral
1420,1.26E+18,5/13/20,found this bear in the living room https://t.co/jFwQCfWevY,344199150,ab2f2fac83aa388d,"Oakland, CA",-122.2622,37.77075,SAN FRANCISCO,1,neutral
1421,1.26E+18,5/14/20,"I can bearly see it. When we were in NH , I saw  my young Bernese Mtn Dog chasing a young bear cub. I ran after her; when I caught up the bear was gone. Puppy safe. https://t.co/Pk2CdGjR5v",57501485,b9d2dd70dd01d539,"Capitola, CA",-121.90072,36.968033,SANTA CRUZ,1,neutral
1422,1.26E+18,5/16/20,"I would. But winter... I was sitting at Woodstar, and watched a black bear amble up to the park, right by people who didn’t see it. Crossed on the crosswalk to get to The park, where I saw Kurt Vonnegut, who lived in my building in Northampton. ! https://t.co/CinfpMA6DN",57501485,b9d2dd70dd01d539,"Capitola, CA",-121.90072,36.968033,SANTA CRUZ,1,neutral
1423,1.26E+18,5/17/20,@jasondingr @em_perio That’s an impressive bear on a bird feeder! You don’t see that every day!,1523891821,b0b79caecef59fb5,"Burbank, CA",-118.361435,34.17967,LOS ANGELES,1,surprise
1424,1.26E+18,5/18/20,Just saw a bear,1.08E+18,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,disgust
1425,1.26E+18,5/18/20,@Koy_upi Polar bear,7.39E+17,10de09f288b1665c,"Pasadena, CA",-118.1445,34.176346,LOS ANGELES,1,neutral
1427,1.26E+18,5/21/20,Here comes the grizzly bear I don’t know why didn’t hear him he’s growling she’s going to get attacked.   There he is !!! Run.,248135355,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
1428,1.26E+18,5/21/20,Where did he learn to fire that weapon he missed the bear  like 12 times,248135355,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
1429,1.26E+18,5/21/20,I was chased by blackbear once full throttle I nearly lost my life so I kind of respect bears,248135355,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,sadness
1430,1.26E+17,10/18/11,The bear is on the move... http://t.co/y65JE4Gn,55284241,c1e1a49e92ce1ba0,"Torrance, CA",-118.35305,33.82822,LOS ANGELES,1,neutral
1431,1.26E+18,5/22/20,@AnnaQimmeq And you saw a bear today while on patrol!,806585,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
1432,1.26E+18,5/22/20,1st Brown Bear of season officially spotted!  They are coming! https://t.co/t4MTsyXi0U,20565876,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,joy
1434,1.26E+18,5/23/20,"What a way to start Memorial Day Weekend at South Lake Tahoe 🐻
(Bear+Cub sighting!) https://t.co/gsjr2PQ3XH",7.05E+17,0056a5ad3ac63b03,"South Lake Tahoe, CA",-119.98818,38.871613,EL DORADO,1,joy
1435,1.26E+18,5/23/20,the bear is such a cutie 💖🥺 https://t.co/vWU7VM3053,932876172,944c03c1d85ef480,"Fresno, CA",-119.76402,36.8023,FRESNO,1,joy
1436,1.26E+18,5/23/20,Poor bear 😩,122419223,30344aecffe6a491,"Fremont, CA",-122.0276,37.50502,SANTA CLARA,1,sadness
1437,1.26E+18,5/23/20,The bear looked like WTF when he heard all that screaming 😩🤣 https://t.co/gf5AWXMDW2,1.00E+18,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
1438,1.26E+18,5/24/20,did a 20 mile hike almost fucking passed out and almost got eaten by a fucking bear no mames,234869598,e6fc035b8939bd3b,"Arcadia, CA",-118.03603,34.174534,LOS ANGELES,1,fear
1439,1.26E+18,5/24/20,@AdrienneLaw 🤣🤣🤣🤣 Such a cute little bear ❤️,30549893,ab2f2fac83aa388d,"Oakland, CA",-122.2622,37.77075,SAN FRANCISCO,1,joy
1440,1.26E+18,5/24/20,"YOOOO, they had that bear shook!! https://t.co/UHbvCo6z85 https://t.co/lziFj8A3fW",24503679,67571a7baaa5906b,"East Los Angeles, CA",-118.148735,33.996094,LOS ANGELES,1,surprise
1441,1.26E+18,5/24/20,"They are sure it was a ""busted bear"" caught in the act, and not some one dressed up as one??? https://t.co/kRG1QqXyZW",1.22E+18,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
1442,1.26E+18,5/25/20,@AdrienneLaw That poor bear 😂🤣,27826044,59612bd882018c51,"Santa Monica, CA",-118.47271,34.00091,LOS ANGELES,1,sadness
1443,1.26E+18,5/25/20,I was able to experience a wild bear walking in front of me and watch it run away to climb and it was the best fucking experience of my life! The fear and excitement I had was awesome! Now enjoy this shity photo of the bear going uphill https://t.co/9j1niVBEJf,572792197,0a64747468162001,Coyote Canyon,-118.1445,34.176346,LOS ANGELES,1,joy
1444,1.27E+18,5/26/20,"...don’t step on ... the 🐍...rattlesnake 🩸...ouch... pretty neighborhood ...deadly creators ... The girls who came down earlier told us they had just seen a bear… 🐻 ...I know, ...right 🥺😱... 🥾... #snakes… https://t.co/27l93UN8A5",8.52E+17,fbd6d2f5a4e4a15e,"California, USA",-117.6703,34.228,SAN BERNARDINO,1,fear
1445,1.27E+18,5/26/20,Grizzly bear attacks man mountain biking in Big Sky https://t.co/GKYXSdTHTn @DannyGradio @Outkick @ClayTravis #AnimalThunderdome,108331345,575c6d4e1b73546d,"Calabasas, CA",-118.68838,34.093746,LOS ANGELES,1,fear
1447,1.27E+18,5/27/20,@RexChapman Jebus. Is that a Kamchatka brown bear? It’s huge and seems to have a massive shoulder haunch (hump). Dad was very wise in keeping his son calm and urging him to continue walking (slowly)—and not break into a run.,207794036,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,1,neutral
1448,1.27E+18,5/28/20,We found bear shit today. @ Mckay Tract https://t.co/SrBtRr5lHU,472710026,5dbf89e92e686841,"Cutten, CA",-124.13869,40.7698,HUMBOLDT,1,neutral
1450,1.27E+18,5/30/20,Albino polar bear,525929283,9f151172bfd5aa1d,"Avocado Heights, CA",-118.038284,34.08441,LOS ANGELES,1,neutral
1451,1.27E+18,5/30/20,every thing is bad except for this bear https://t.co/ci3RAj6LLa,344199150,0e2695ee93141000,Rockridge—Temescal Greenbelt,-122.264915,37.860676,CONTRA COSTA,1,neutral
1454,1.27E+18,6/2/20,That bear looks devastated https://t.co/2QOs3bpGm9,36266274,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,sadness
1455,1.27E+18,6/3/20,"Some bear from Seattle posted this on Instagram today. @rider_sps

#BlackLivesMattter #RacistGays #LGBTQ https://t.co/JP23WxigzM",4208269032,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1,fear
1456,1.27E+18,6/5/20,Camping at Bullards Reservoir and a big ass brown bear just strolled into our camp and knocked over our ice chest 😳😳😳,22109548,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,fear
1457,1.27E+18,6/5/20,@Cam3arl wyo bear kuuuz,8.53E+17,fedbd9fc207aae2a,"San Bernardino, CA",-117.27696,34.15894,SAN BERNARDINO,1,neutral
1458,1.27E+17,10/20/11,@TDubExpress a grizzly bear was just shot outside Starbucks. Reports say it was trying to order a grande vanilla latte,369338707,20ba6fb3b1ee82da,"Orange, CA",-117.79072,33.816517,ORANGE,1,fear
1459,1.27E+18,6/12/20,"Fase 3 🐻💚
#bear #losangeles #santamonica #beard #lifeguard #trip #usa en Santa Monica, California https://t.co/CT5lYKpYIb",62260128,59612bd882018c51,"Santa Monica, CA",-118.49227,34.01158,LOS ANGELES,1,fear
1460,1.27E+18,6/13/20,There’s a Bear on our roof https://t.co/iWdeszXFdi,219333028,38109314e8d0ee2f,"Roseville, CA",-121.25572,38.77515,PLACER,1,neutral
1462,1.27E+18,6/13/20,@Love4PoliceDogs Thank God you blessed K-9 OFFICER 👮 BROWN BEAR # COTTONBROWS. I love ❤️ you soooo very muck. 🐕🐶💕🥰👮👮‍♀️❤️🙏😍😃😊 https://t.co/AgaFDNc3xH,8.08E+17,d52c2a8e878b7cf7,"Hesperia, CA",-117.267586,34.4292,SAN BERNARDINO,1,joy
1464,1.27E+18,6/14/20,"I saw a bear at Yosemite and do you want to know what he was doing, reading a local newspaper. Support local journalism.",954930006,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
1465,1.27E+18,6/14/20,"Got way closer to a bear than we would’ve liked and hiked way longer than originally planned, but the views and company were worth it #SociallyDistantSaturday #nature 🐻⛰🌲 @ Yosemite… https://t.co/HK9TOPdqeg",50764984,fbd6d2f5a4e4a15e,"California, USA",-119.590385,37.7469,TUOLUMNE,1,fear
1466,12700000000,4/23/10,Adult male lion in front of me - baby bear is coming out next!,10209292,2f6cb9a739991200,"Laguna Beach, CA",-117.72823,33.53747,ORANGE,1,joy
1467,1.27E+18,6/15/20,Last night I was sitting on my porch smoking and scrolling Twitter when a f***ing BLACK BEAR just casually walked up on me out of the shadows. It was ~10 ft. from me before I noticed it and ran inside. I watched it calmly go through my neighbors trash and dip. Scared tf outta me.,279425019,07d9e44dd9487000,Morongo Valley CA,-116.52222,34.04821,SAN BERNARDINO,1,fear
1468,1.27E+18,6/17/20,"@Acute_Aphrodite My Mom in Ft. Myers has a bear in her neighborhood. They already had gators and other critters, and this neighborhood is one of those golf communities.",18385293,7d62cffe6f98f349,"San Jose, CA",-121.90978,37.32701,SANTA CLARA,1,neutral
1469,1.27E+18,6/18/20,Wow...!!! I wonder if the bear thought she was food since she was sleeping hence not moving then when she woke up the bear got startled and reacted by attacking. Thinking like “my food is moving...! Let me kill it!” BAM!!! Bear attack!!!! 😱😱😱😱 https://t.co/E9Xlbk74SI,1.08E+18,c1e1a49e92ce1ba0,"Torrance, CA",-118.368904,33.81898,LOS ANGELES,1,surprise
1471,1.27E+18,6/19/20,This is a bear that puts her shopping cart away. https://t.co/KSCFzxPnp2,36565061,5e68ca240e32025a,"Chino Hills, CA",-117.71591,33.988228,SAN BERNARDINO,1,neutral
1472,1.27E+18,6/20/20,SO saddened to find out what happened to Mama and Baby Bear. Baby Bear died after being tranquilized as rangers were trying to determine which bear was responsible for the backyard bitting incident. So sad for Mama… https://t.co/ujFXxsGRFs,44332717,712ece9c3ad485de,"Sierra Madre, CA",-118.04383,34.170868,LOS ANGELES,1,sadness
1473,1.27E+18,6/20/20,"@LewisForMN It a bear walking down the street. Who the fuk needs police for the that?? 
GTFOH.",214297011,00610f4d3a382ec1,"Escondido, CA",-117.09667,33.161938,SAN DIEGO,1,anger
1474,1.27E+18,6/20/20,"@LewisForMN I understand that because it's a BLACK bear your first response is to have cops murder it, but this actually proves that other agencies can tackle problems with out murdering the  innocent 

Animal control takes care of bears not cops

you dirty choad",7.16E+17,b82fa51f6957a1eb,"El Cajon, CA",-117.00316,32.798233,SAN DIEGO,1,anger
1475,1.27E+18,6/20/20,Almost got eaten by a bear walking to my door from my car . 😂 yikes,1404281455,d436a8eab9002a8b,"Crestline, CA",-117.27384,34.249035,SAN BERNARDINO,1,fear
1476,1.27E+18,6/20/20,I love this little bear ❤️ https://t.co/hCoFNcj8G9,431775851,17fe6350a3570c69,"Big Bear Lake, CA",-116.94826,34.240795,SAN BERNARDINO,1,joy
1477,1.27E+18,6/20/20,"I called the cops about a bear in my backyard once when I was in college. They said “there are a lot of bears in Boulder tonight, figure it out yourself” and hung up. https://t.co/yTRZtgjg4d",16602019,a35b62af9d82aa08,"Walnut Creek, CA",-122.03734,37.864758,CONTRA COSTA,1,neutral
1478,1.27E+18,6/20/20,"I mean it’s a black bear so the odds are pretty good the cops will shoot it in the back.

Maybe even plant a gun afterwards, just to be sure.

Then their union rep will say they were afraid for their lives. https://t.co/4TPgfzcXig",30184802,a769d8f00b12878d,"Pacifica, CA",-122.47311,37.586617,SAN MATEO,1,neutral
1479,1.27E+17,10/21/11,Collision kills black bear on Hwy. 101 near Willits - http://t.co/0A6xYHpJ #Willits #California,87321283,7f871a056f466c29,"Willits, CA",-123.35557,39.409607,MENDOCINO,1,fear
1480,1.27E+18,6/20/20,@jordynnbieber Brianna spent the night last night and ask I was grabbing my bags we noticed a giant bear in my neighbors yard! Lol I just ran inside but I left my weed in my car so I had to go back to get that and my computer 😂,1404281455,d838baf51d1c629d,"Fontana, CA",-117.49667,34.0738,SAN BERNARDINO,1,fear
1481,1.27E+18,6/21/20,@MollyJongFast A bear in Minnesota?! Crazy times.,5769962,840f120ae56c1da7,"Napa, CA",-122.278595,38.310326,NAPA,1,surprise
1482,1.27E+18,6/21/20,"@CaliforniaDFW good job wrongfully linking 2 bear “attacks” and unnecessarily tranquilizing and killing that poor cub, leaving the mama childless in the wild. our community is highly disappointed and outraged. https://t.co/o7gXPpJNYo",83662769,712ece9c3ad485de,"Sierra Madre, CA",-118.03603,34.174534,LOS ANGELES,1,anger
1483,1.27E+18,6/21/20,"The best the police can do in this situation is shoot the bear and kill it.... 

Oh. https://t.co/VjcTDhmAS7",917887100,fdb4ee1440650043,"Rosemead, CA",-118.038284,34.08441,LOS ANGELES,1,neutral
1484,1.27E+18,6/21/20,"Hinda - she cant figure out whether she hears a coyote.... or a bear.  We didn’t go one step further into the meadow..... #hiking #hikingwithdogs #tahoevista @ Tahoe Vista, California https://t.co/1ozXMGfLZY",5914832,33b104e7b520b03e,"Tahoe Vista, CA",-120.049,39.2464,PLACER,1,fear
1485,1.27E+18,6/21/20,"@jellytinkles @LewisForMN betting they wouldn't shoot it becuase it's a ""Black"" bear!!",1.07E+18,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,fear
1487,1.27E+18,6/21/20,Jungle adventures with a bear cub. @ Franklin Canyon Park https://t.co/G5LArUBW7u,21110790,3b77caf94bfc81fe,"Los Angeles, CA",-118.412,34.1031,LOS ANGELES,1,neutral
1488,1.27E+18,6/22/20,"Report: Man pushes, chases away bear following attack https://t.co/YvnnSvtRN9 via @BostonDotCom @ClayTravis @Outkick @DannyGradio #AnimalThunderdome",108331345,575c6d4e1b73546d,"Calabasas, CA",-118.68838,34.093746,LOS ANGELES,1,fear
1489,1.28E+18,6/22/20,#bear chase @cmonstah https://t.co/CtDjJpddsq,134700447,07d9df424ec83000,Mr. Cardona's Spanish Class,-118.148735,33.996094,LOS ANGELES,1,fear
1490,1.28E+18,6/22/20,"Roaming bear in Sylmar now tranquilized. It was spotted near El Cariso Golf Course. They are so smart, they know when it’s trash day. Poor baby. @ Sylmar https://t.co/rIsjvKTMcY",29191233,3b77caf94bfc81fe,"Los Angeles, CA",-118.44619,34.312035,LOS ANGELES,1,neutral
1491,1.28E+18,6/22/20,"There’s a bear in Sylmar, at El Cariso. Poor baby.",70609861,b0b79caecef59fb5,"Burbank, CA",-118.361435,34.17967,LOS ANGELES,1,neutral
1492,1.28E+18,6/22/20,#Bear captured in #Sylmar Monday morning without incident.  Animal control will re-Locate the 250lb bear. https://t.co/T0TjWxAXgM,1604582660,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,fear
1493,1.28E+18,6/22/20,@LAx213 @FOXLA No it’s a bear 🐻 !!!,162814209,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
1494,1.28E+18,6/22/20,@kiddreyes20 There was a bear roaming around lol,222836967,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,fear
1495,1.28E+18,6/22/20,Vergas there was a bear loose in Sylmar 😱,1287685436,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,fear
1496,1.28E+18,6/23/20,"A Black bear wandered within a half mile of my farm in Eastern IA (Scott Co., Iowa) she is plopped down in some Frye acreage..I can attest. https://t.co/xTIY1RHZDX",7.55E+17,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,neutral
1497,1.28E+18,6/24/20,*my reaction when I seen a bear on a hike I went to last month 😂😂 https://t.co/XPeOltQXUq,323675723,944c03c1d85ef480,"Fresno, CA",-119.76402,36.8023,FRESNO,1,fear
1498,1.28E+18,6/24/20,Lil peep and black bear https://t.co/WzGBa0hIuC,125866860,7d51c8dfbb08a9de,"Redding, CA",-122.349525,40.559547,SHASTA,1,neutral
1499,1.28E+18,6/24/20,"Mamma bear displays normal behavior while protecting her cubs would be a better headline.

Glad the visitor wasn't seriously injured! 

https://t.co/lAXh8Rshlx",7.15E+17,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,joy
1500,1.28E+18,6/26/20,#LakeTahoe2020 - Bear sighting near our campsite. This guy was not afraid of anything as he checked the bear boxes. Rangers came by to shoo him away. #Blackbear #chipmunk https://t.co/2dtTFW5DY6,26693789,1010bf6d60d4f000,Sugar Pine Point Campground,-120.10385,39.05151,PLACER,1,fear
1501,1.28E+18,6/26/20,"What a #wildlife day! Saw a black bear at lunch, then Bob saw a ranger chasing a bear this afternoon. Tonight we had a bid blonde bear visiting the campsite next to our RV. #Bearcountry #respectwildlife #theywereherefirst #blondebear #LakeTahoe #bearswereherefirst #itstheirhome https://t.co/vVgHDw4Gub",26693789,1010bf6d60d4f000,Sugar Pine Point Campground,-120.10385,39.05151,PLACER,1,fear
1502,1.28E+18,6/26/20,Bulldog tries to protect Leonardo DiCaprio from a bear attack. https://t.co/HiAAUIpotK,20548784,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,neutral
1503,1.28E+17,10/22/11,Look at the Bear  @ Buena Park http://t.co/cHhPmWwL,25259271,a592bd6ceb1319f7,"San Diego, CA",-117.1001,32.57681,SAN DIEGO,1,neutral
1504,1.28E+18,6/27/20,Just a bear looking for some morning breakfast! https://t.co/HXme0Bc6e4,306580631,07d9e3c9df487002,The Village at Mammoth,-118.967445,37.607735,MONO,1,joy
1505,1.28E+18,6/27/20,@roybelly It was a brown Bear... I’m going to say no it did not...,157878312,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,1,neutral
1506,1.28E+18,6/27/20,It’s a print of a painting of Yosemite. It represents me doing something I had fear of doing before. Stepping out of my box. I hiked a dome and I’m deathly afraid of heights. I overcame that but in the way down I saw a fucking bear less than 30 yards away.,23716936,0742517d53e00505,"Ukiah, CA",-123.23314,39.188705,MENDOCINO,1,fear
1507,1.28E+18,6/28/20,@ppIofearth That is a real bear 🐻  hug!,59297503,6407905aa8012e44,"El Cerrito, CA",-122.26764,37.950607,CONTRA COSTA,1,joy
1509,1.28E+18,6/29/20,@nbc15_madison It’s a miracle the bear didn’t drown in the water inside the jar.,30523627,4ccb1b26b2b91248,"San Ramon, CA",-121.921234,37.776703,CONTRA COSTA,1,joy
1510,1.28E+18,6/29/20,How that dude didn’t get chewed out by that black bear puzzles...let alone fucking one with its kids around.,1007748224,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
1511,1.28E+18,6/29/20,"What a trip.. 

swam out to the rocks
kayaking on Lake Tahoe
slept for 3 hours total

Oh &amp; my cousin pitched a tent outside to sleep in.. &amp; guess what? He thought one of us was messing with his tent at night... come to find out it was a BEAR LMFAO (pic is the next morning) https://t.co/w0RglTVpNU",532585973,947299911720444c,"Laguna, CA",-121.47894,38.412746,YOLO,1,surprise
1512,1.28E+18,6/29/20,Then a bear @ Yosemite National Park https://t.co/V8Ivwrftxm,112814851,fbd6d2f5a4e4a15e,"California, USA",-119.590385,37.7469,TUOLUMNE,1,neutral
1513,1.28E+18,6/30/20,I saw a fucken bear!!!,325900435,6ed2a772760538c5,"Oakhurst, CA",-119.6493,37.341805,MADERA,1,anger
1514,1.28E+18,6/30/20,Heartmelt Moment:  Momma Bear nursing her cubs.  I am so in ❤️. @KatmaiNPS https://t.co/Hc51Unrfib,20565876,59612bd882018c51,"Santa Monica, CA",-118.47271,34.00091,LOS ANGELES,1,joy
1516,1.28E+18,7/2/20,"oomf went camping but while driving to camp, announced he was scared of the minnesota bears, so he decided to stay in a hotel. Oomf is in Minnesota, which in all of its recorded history has had 6 bear attacks, and 0 fatalities",2377967540,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1,neutral
1517,1.28E+18,7/2/20,"Casual bear crossing 😅🐻 #california #bear #crossing #markleeville #markleevillecalifornia #sierra #mountains #motorcycle #riding #clubchel @ Markleeville, California https://t.co/MNoAM0s97a",360192787,fbd6d2f5a4e4a15e,"California, USA",-119.797,38.6891,ALPINE,1,fear
1518,1.28E+18,7/2/20,@catsofinstagram A brown bear!  And cute as a bugs ear!🥰,902964882,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,1,joy
1519,1.28E+18,7/3/20,A sea bear attack,344339884,bd4397e027d410bb,"Indio, CA",-116.21053,33.76756,RIVERSIDE,1,fear
1520,1.28E+18,7/3/20,First time seeing a bear this close 😳 https://t.co/BubI8KhQWc,2366608699,07d9ecbfd3888005,Yosemite National Park,-119.533485,37.791195,MARIPOSA,1,fear
1521,1.28E+17,10/23/11,there were three baby cubs and a mama bear IN MY BACKYARD by my pool at home this morning!!! WTFFFFF,80500798,509a2c2b2f6206fa,Glendale,-118.29741,34.17702,LOS ANGELES,1,joy
1522,1.28E+18,7/5/20,Just a bear trekking through the woods 🐻,64654661,8eccead85cc1b6c0,"Folsom, CA",-121.13912,38.68633,SACRAMENTO,1,neutral
1523,1.28E+18,7/5/20,This is the bear that ate all of our food and forced @Wicksauce and I to leave our little backpacking trip early 😅 https://t.co/PkDtUaN8nr,486780750,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,anger
1524,1.28E+18,7/5/20,Here was the beautiful and relaxing campsite before the bear came along https://t.co/QqgAAeC3Wg,486780750,0ab45c9e55967000,Kearsarge Lakes,-118.4174,36.791946,TULARE,1,neutral
1529,1.28E+18,7/7/20,We had a visitor at dinner. Ive never seen a Bear before. #tahoetherapy #tahoeblue #beautyiseverywhere #bluebear @ West Shore Cafe and Inn https://t.co/y7ytgfhsqf,359593854,fbd6d2f5a4e4a15e,"California, USA",-120.159355,39.085564,PLACER,1,joy
1531,1.28E+18,7/7/20,@isaacman555 Idk bro! Maybe another bear might come out of nowhere!! LMAOO 😂,7.48E+17,d9d3e9c476e0c0dc,"Madera, CA",-120.10102,36.98243,MADERA,1,fear
1533,1.28E+18,7/7/20,"Here in a Mammoth Lakes we have American black bears, though they can actually be blond, cinnamon, brown... They’re not known to be aggressive, are tolerant of humans, and are much smaller than Grizzlies. 🥰🐻🥰 #bear… https://t.co/TvpeKs0lWW",2606150233,fbd6d2f5a4e4a15e,"California, USA",-119,37.6,MONO,1,fear
1534,1.28E+18,7/7/20,"I actuality DID find a bear in my jacuzzi while staying at a resort for my cousin's wedding!! Bear was pretty chill, but it definitely drove home that you just never know what life is going to throw at you. 59% of… https://t.co/Lq9WqFV357",1.05E+18,fbd6d2f5a4e4a15e,"California, USA",-120.05585,39.087437,PLACER,1,joy
1535,1.28E+18,7/8/20,"Bruno—the wandering black bear who plopped down in some crops a half mile from my Iowa farm—has become an international star and taken up new residence in a hospitable “Bearea” of Missouri.  🥰 🐻 🥰 

https://t.co/n0j19EAKrl",7.55E+17,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,neutral
1536,1.28E+18,7/8/20,We have a bear wandering around the neighborhood. https://t.co/iuNaMCHIAH,468916175,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
1537,1.28E+18,7/9/20,@ethandobbs A bear that for whatever reason knows kungfu,9.44E+17,0019e2618c34b6b2,"Goleta, CA",-119.87994,34.46174,SANTA BARBARA,1,neutral
1538,1.28E+18,7/9/20,A bear in his natural habitat. https://t.co/R6xsYjKeP7,9.11E+17,07d9ed475ac80003,Gomez's,-118.967445,37.607735,MONO,1,neutral
1539,1.28E+18,7/9/20,@ANDREW1ALBERTT Bear cub,7.32E+17,0d9a7f9b8f0baf12,"Agoura Hills, CA",-118.795364,34.185074,VENTURA,1,neutral
1540,1.28E+18,7/9/20,#HolyS!!! #RESPECT ... this guy’s an absolute animal!!! Oh yeah so is the bear 🐻 he filmed #WTF 😵 https://t.co/bEWcQBjggf,2735996547,cce33d74ceffbe08,"Lawndale, CA",-118.36669,33.909264,LOS ANGELES,1,fear
1541,1.28E+18,7/10/20,"No food in my car yet a baby bear opened the unlocked door in broad daylight, climbed in and took a look around before getting scared away.

Not a scratch on my car. https://t.co/roA9JxtxLZ",30604098,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,fear
1542,1.28E+18,7/10/20,"I saw a bear so that cut my hike distance by a lot, but I still got to see this amazing view. Even met some nice people. Hiking alone is scarier with no signal. https://t.co/BJ1DtnQAUs",7.13E+17,0c1314e68fd76000,Moro Rock,-118.75842,36.52607,TULARE,1,neutral
1543,1.28E+18,7/11/20,This morning our toddler opened the front door to a cinnamon bear on the porch. Happy Saturday!,59817460,00c517054d026dbb,"Sunnyside, CA",-120.10398,39.141487,PLACER,1,joy
1545,1.28E+18,7/12/20,Just seen a brown bear roam around the city lmao,379599424,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
1546,1.28E+18,7/12/20,"@gryking I love this, it is so cool I had to watch it twice! Take a look at this wild bear I love this, it is so cool I had to watch it twice! Take a look at this wild bear @AvaMoor34816208 &amp; @OhioGal10! https://t.co/b6kVO4JgZG",236062721,2dc7b079d9536d62,"Anderson, CA",-122.3466,40.46952,SHASTA,1,joy
1547,1.28E+18,7/13/20,I waited 6 years for Skyler to grow legs that can backpack with me. I took him on a 20mi trip through #Yosemite backcountry where he got to see a black bear up close and also marmots and deer in their habitat. He… https://t.co/OpK8Vz8TuW,15629121,fbd6d2f5a4e4a15e,"California, USA",-119.52576,37.84883,TUOLUMNE,1,neutral
1548,1.28E+18,7/13/20,Fought off a bear😂🤣😂🤣😂🤣,321024937,407f4285b8cc50e7,"Mendota, CA",-120.43747,36.801727,MADERA,1,fear
1549,1.28E+18,7/13/20,"The first time I see a bear like this up close, just a step away from my Lake Tahoe Airbnb 😳🐻 https://t.co/kIhQvpAbxI",60767837,0a64054ae3562000,,-119.9882,38.961586,EL DORADO,1,fear
1551,1.28E+18,7/13/20,@KevinRBrackett @ClaraJeffery I think the poor bear is just losing its mind from being locked in a cage.,9.74E+17,944c03c1d85ef480,"Fresno, CA",-119.76402,36.8023,FRESNO,1,sadness
1552,1.28E+18,7/14/20,Naw thats a black bear he gettin war ready https://t.co/R4fa3n63Dg,623963597,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,1,neutral
